School Name,Board Name,Municipality,School Level,School Language,Grade6Reading,LowIncome_pct,NoDegree_pct,Density_2021,Grade6Reading_pct,Grade6Writing_pct,Grade6Math_pct,Grade3Reading_pct,Grade3Math_pct,Grade6Reading_3yr_change,Grade6Math_3yr_change,SpecialEd_pct,Enrolment,City,Latitude,Longitude,EquityRisk
St. Theresa School,Brant Haldimand Norfolk CDSB,brantford,Elementary,English,84.0,10.0,0.0,1061.2,84%,68%,53%,65%,76%,-5.0,11.0,10,205,Brantford,43.13095,-80.3284,False
Ecole Immaculee-Conception Separate School,Bruce-Grey CDSB,south bruce,Elementary,English,96.0,10.0,10.0,12.1,96%,100%,81%,85%,82%,5.0,19.0,10,320,Formosa,44.06793,-81.2104,False
Holy Family Separate School,Bruce-Grey CDSB,hanover,Elementary,English,92.0,10.0,5.0,814.6,92%,96%,48%,74%,74%,2.0,35.0,10,325,Hanover,44.14849,-81.0259,False
Mary Immaculate Community School,Bruce-Grey CDSB,brockton,Elementary,English,80.0,15.0,5.0,17.3,80%,87%,47%,50%,80%,-3.0,14.0,10,140,Chepstow,44.15323,-81.2792,False
Notre Dame Catholic School,Bruce-Grey CDSB,owen sound,Elementary,English,74.0,11.0,6.0,892.6,74%,75%,53%,43%,43%,-11.0,7.0,18,560,Owen Sound,44.58869,-80.9224,False
Sacred Heart School,Bruce-Grey CDSB,south bruce,Elementary,English,87.0,15.0,0.0,12.1,87%,87%,67%,73%,60%,0.0,47.0,10,180,Mildmay,44.04037,-81.117,False
St Anthony's Separate School,Bruce-Grey CDSB,kincardine,Elementary,English,86.0,5.0,5.0,22.8,86%,71%,36%,64%,31%,5.0,-2.0,10,500,Kincardine,44.17023,-81.6228,False
St Joseph's School,Bruce-Grey CDSB,saugeen shores,Elementary,English,100.0,10.0,0.0,93.5,100%,94%,62%,79%,57%,9.0,44.0,10,255,PORT ELGIN,44.43693,-81.3926,False
St Peter's & St Paul's Separate School,Bruce-Grey CDSB,west grey,Elementary,English,100.0,10.0,10.0,15.0,100%,93%,79%,93%,86%,36.0,65.0,10,180,Durham,44.18514,-80.8221,False
St Teresa of Calcutta Catholic School,Bruce-Grey CDSB,brockton,Elementary,English,90.0,10.0,5.0,17.3,90%,90%,63%,73%,59%,8.0,31.0,10,335,Walkerton,44.11552,-81.1478,False
Bishop Macdonell Separate School,CDSB of Eastern Ontario,cornwall,Elementary,English,66.0,30.0,10.0,777.9,66%,58%,12%,38%,16%,14.0,2.0,25,380,Cornwall,45.0218,-74.724,False
Holy Cross School,CDSB of Eastern Ontario,north grenville,Elementary,English,87.0,3.0,0.0,51.0,87%,86%,57%,74%,61%,-6.0,6.0,12,540,Kemptville,45.0125,-75.6543,False
Holy Name of Mary Separate School,CDSB of Eastern Ontario,mississippi mills,Elementary,English,82.0,0.0,0.0,28.8,82%,80%,60%,72%,61%,-5.0,14.0,10,385,Almonte,45.2309,-76.1834,False
Iona Academy,CDSB of Eastern Ontario,south glengarry,Elementary,English,91.0,10.0,5.0,22.0,91%,96%,43%,70%,48%,-9.0,-2.0,15,210,Williamstown,45.2141,-74.5961,False
J L Jordan Separate School,CDSB of Eastern Ontario,brockville,Elementary,English,93.0,10.0,0.0,1057.8,93%,73%,40%,80%,24%,-7.0,-16.0,10,160,Brockville,44.60939,-75.6797,False
Our Lady of Good Counsel Separate School,CDSB of Eastern Ontario,south stormont,Elementary,English,85.0,5.0,0.0,30.3,85%,85%,46%,62%,65%,-7.0,-22.0,10,255,Ingleside,45.0034,-74.9915,False
Sacred Heart School,CDSB of Eastern Ontario,cornwall,Elementary,English,53.0,15.0,10.0,777.9,53%,63%,14%,40%,17%,-23.0,6.0,20,450,Cornwall,45.03578,-74.7434,True
Sacred Heart of Jesus Separate School,CDSB of Eastern Ontario,lanark,Elementary,English,64.0,10.0,0.0,25.4,64%,55%,45%,N/R,N/R,-13.0,37.0,30,70,Lanark,45.0189,-76.3693,False
St Andrew's Separate School,CDSB of Eastern Ontario,cornwall,Elementary,English,81.0,5.0,5.0,777.9,81%,67%,38%,85%,65%,-6.0,21.0,30,200,St. Andrew's West,45.0965,-74.8003,False
St Anne's School,CDSB of Eastern Ontario,cornwall,Elementary,English,90.0,10.0,0.0,777.9,90%,90%,70%,83%,52%,9.0,51.0,15,265,Cornwall,45.0186,-74.7685,False
St Finnan's Catholic School,CDSB of Eastern Ontario,north glengarry,Elementary,English,100.0,15.0,0.0,15.8,100%,90%,60%,N/R,N/R,29.0,14.0,35,140,Alexandria,45.3051,-74.632,False
St Francis Xavier Separate School,CDSB of Eastern Ontario,brockville,Elementary,English,69.0,10.0,10.0,1057.8,69%,54%,46%,N/R,N/R,-21.0,-11.0,30,85,Brockville,44.5891,-75.6893,False
St Francis de Sales Separate School,CDSB of Eastern Ontario,smiths falls,Elementary,English,61.0,10.0,5.0,958.1,61%,52%,30%,56%,41%,-7.0,19.0,25,430,Smiths Falls,44.9017,-76.0181,False
St John Bosco Catholic School,CDSB of Eastern Ontario,brockville,Elementary,English,96.0,10.0,5.0,1057.8,96%,89%,62%,73%,68%,2.0,4.0,15,280,Brockville,44.60916,-75.7091,False
St John Elementary School,CDSB of Eastern Ontario,perth,Elementary,English,88.0,10.0,0.0,529.8,88%,73%,35%,64%,44%,7.0,-27.0,10,375,Perth,44.89587,-76.248,False
St John Elementary School,CDSB of Eastern Ontario,perth,Elementary,English,88.0,10.0,0.0,36.8,88%,73%,35%,64%,44%,7.0,-27.0,10,375,Perth,44.89587,-76.248,False
St Joseph's Separate School,CDSB of Eastern Ontario,elizabethtown-kitley,Elementary,English,77.0,5.0,0.0,17.2,77%,73%,27%,84%,63%,-9.0,-30.0,20,210,Toledo,44.74075,-75.9986,False
St Joseph's Separate School,CDSB of Eastern Ontario,gananoque,Elementary,English,94.0,10.0,0.0,768.4,94%,94%,41%,91%,85%,-4.0,-35.0,25,315,Gananoque,44.33423,-76.1634,False
St Jude's Catholic Elementary School,CDSB of Eastern Ontario,champlain,Elementary,English,71.0,10.0,5.0,41.9,71%,73%,36%,55%,55%,-17.0,3.0,20,270,Vankleek Hill,45.5308,-74.6455,False
St Mary's Separate School,CDSB of Eastern Ontario,carleton place,Elementary,English,70.0,0.0,0.0,1259.4,70%,63%,34%,,,-21.0,-15.0,30,275,Carleton Place,45.13478,-76.1463,False
St Mary's Separate School,CDSB of Eastern Ontario,north dundas,Elementary,English,79.0,0.0,5.0,22.5,79%,75%,21%,54%,26%,-12.0,3.0,15,230,Chesterville,45.1008,-75.2275,False
St Mary-St Cecilia Catholic School,CDSB of Eastern Ontario,south dundas,Elementary,English,84.0,10.0,0.0,21.2,84%,81%,42%,72%,68%,3.0,-12.0,20,250,Morrisburg,44.8957,-75.1876,False
St Patrick Catholic Elementary School,CDSB of Eastern Ontario,clarence-rockland,Elementary,English,83.0,0.0,5.0,89.1,83%,83%,39%,47%,39%,-3.0,0.0,15,330,Rockland,45.5415,-75.2992,False
St Peter's School,CDSB of Eastern Ontario,cornwall,Elementary,English,60.0,20.0,10.0,777.9,60%,69%,37%,70%,73%,-32.0,-13.0,25,245,Cornwall,45.03186,-74.6916,False
St. John Paul II Catholic School,CDSB of Eastern Ontario,clarence-rockland,Elementary,English,91.0,5.0,5.0,89.1,91%,100%,52%,61%,39%,-1.0,16.0,25,240,Hammond,45.44042,-75.2195,False
St. Mark Catholic School,CDSB of Eastern Ontario,prescott,Elementary,English,69.0,15.0,0.0,826.0,69%,69%,24%,41%,36%,1.0,-1.0,25,350,Prescott,44.72303,-75.5147,False
St. Mother Teresa Catholic School,CDSB of Eastern Ontario,russell,Elementary,English,91.0,1.0,1.0,98.6,91%,94%,75%,84%,52%,6.0,22.0,15,535,Russell,45.26345,-75.3612,False
Académie La Pinède,CS Viamonde,orillia,Elementary,French,93.0,0.0,5.0,1171.1,93 %,71 %,50 %,29%,57%,-2.0,18.0,10,105,Borden,44.28685,-79.8849,False
Académie de la Moraine,CS Viamonde,richmond hill,Elementary,French,100.0,5.0,5.0,2004.4,100 %,82 %,47 %,65%,60%,0.0,-15.0,5,135,Richmond Hill,43.94962,-79.45641,False
Académie de la Tamise,CS Viamonde,london,Elementary,French,100.0,10.0,10.0,1004.3,100 %,89 %,69 %,65%,70%,0.0,4.0,10,230,London,42.99746,-81.2035,False
École élémentaire Antonine Maillet,CS Viamonde,oshawa,Elementary,French,100.0,10.0,0.0,1203.6,100 %,100 %,78 %,100%,100%,0.0,23.0,10,200,Oshawa,43.90018,-78.8899,False
École élémentaire Carrefour des Jeunes,CS Viamonde,brampton,Elementary,French,100.0,10.0,5.0,2469.0,100 %,90 %,54 %,94%,91%,0.0,15.0,5,370,Brampton,43.70714,-79.7719,False
École élémentaire Charles-Sauriol,CS Viamonde,toronto,Elementary,French,100.0,5.0,5.0,4427.8,100 %,100 %,98 %,96%,94%,0.0,11.0,5,385,Toronto,43.66801,-79.4557,False
École élémentaire Charles-Sauriol,CS Viamonde,toronto,Elementary,French,100.0,5.0,5.0,4427.8,100 %,100 %,98 %,96%,94%,0.0,11.0,5,385,Toronto,43.66801,-79.4557,False
École élémentaire Dyane-Adam,CS Viamonde,milton,Elementary,French,100.0,5.0,0.0,365.5,100 %,100 %,83 %,100%,95%,0.0,-9.0,5,135,Milton,43.51839,-79.8787,False
École élémentaire Franco-Niagara,CS Viamonde,welland,Elementary,French,100.0,15.0,0.0,686.9,100 %,47 %,60 %,83%,56%,0.0,51.0,15,115,Welland,42.97948,-79.2344,False
École élémentaire Félix-Leclerc,CS Viamonde,toronto,Elementary,French,95.0,15.0,10.0,4427.8,95 %,95 %,81 %,96%,62%,-5.0,14.0,0,165,Etobicoke,43.6899,-79.5615,False
École élémentaire Félix-Leclerc,CS Viamonde,toronto,Elementary,French,95.0,15.0,10.0,4427.8,95 %,95 %,81 %,96%,62%,-5.0,14.0,0,165,Etobicoke,43.6899,-79.5615,False
École élémentaire Gabrielle-Roy,CS Viamonde,toronto,Elementary,French,100.0,20.0,0.0,4427.8,100 %,98 %,74 %,100%,92%,0.0,20.0,10,280,Toronto,43.65656,-79.3721,False
École élémentaire Gabrielle-Roy,CS Viamonde,toronto,Elementary,French,100.0,20.0,0.0,4427.8,100 %,98 %,74 %,100%,92%,0.0,20.0,10,280,Toronto,43.65656,-79.3721,False
École élémentaire Horizon Jeunesse,CS Viamonde,mississauga,Elementary,French,100.0,10.0,5.0,2452.5,100 %,100 %,100 %,86%,79%,8.0,12.0,5,225,Mississauga,43.51673,-79.6448,False
École élémentaire Jeanne-Lajoie,CS Viamonde,toronto,Elementary,French,100.0,15.0,5.0,4427.8,100 %,98 %,88 %,100%,96%,2.0,18.0,10,360,North York,43.73463,-79.3214,False
École élémentaire Jeanne-Lajoie,CS Viamonde,toronto,Elementary,French,100.0,15.0,5.0,4427.8,100 %,98 %,88 %,100%,96%,2.0,18.0,10,360,North York,43.73463,-79.3214,False
École élémentaire L'Envolée,CS Viamonde,windsor,Elementary,French,90.0,15.0,10.0,1572.8,90 %,65 %,40 %,56%,44%,-4.0,-7.0,5,170,Windsor,42.31121,-83.0075,False
École élémentaire L'Héritage,CS Viamonde,st catharines,Elementary,French,100.0,10.0,5.0,1422.1,100 %,86 %,79 %,N/R,N/R,14.0,36.0,10,155,St. Catharines,43.19588,-79.2492,False
École élémentaire L'Odyssée,CS Viamonde,guelph,Elementary,French,91.0,10.0,5.0,1644.1,91 %,45 %,18 %,85%,62%,-9.0,-70.0,5,150,Guelph,43.56805,-80.262,False
École élémentaire La Fontaine,CS Viamonde,vaughan,Elementary,French,100.0,5.0,0.0,1185.9,100 %,83 %,58 %,100%,94%,0.0,-14.0,10,140,Kleinburg,43.83457,-79.62107,False
École élémentaire La Mosaïque,CS Viamonde,toronto,Elementary,French,97.0,7.0,2.0,4427.8,97 %,84 %,81 %,100%,89%,-3.0,11.0,7,520,East York,43.68714,-79.3303,False
École élémentaire La Mosaïque,CS Viamonde,toronto,Elementary,French,97.0,7.0,2.0,4427.8,97 %,84 %,81 %,100%,89%,-3.0,11.0,7,520,East York,43.68714,-79.3303,False
École élémentaire La Pommeraie,CS Viamonde,london,Elementary,French,100.0,10.0,0.0,1004.3,100 %,82 %,58 %,82%,82%,2.0,9.0,5,385,London,42.93211,-81.3054,False
École élémentaire La Source,CS Viamonde,barrie,Elementary,French,97.0,5.0,0.0,1493.1,97 %,72 %,67 %,83%,83%,-3.0,16.0,10,240,Barrie,44.35183,-79.6435,False
École élémentaire LaMarsh,CS Viamonde,niagara falls,Elementary,French,95.0,10.0,5.0,449.1,95 %,75 %,75 %,84%,37%,3.0,13.0,5,200,Niagara Falls,43.10604,-79.0992,False
École élémentaire Laure-Rièse,CS Viamonde,toronto,Elementary,French,100.0,20.0,10.0,4427.8,100 %,96 %,78 %,100%,100%,0.0,6.0,0,185,Scarborough,43.82256,-79.27711,False
École élémentaire Laure-Rièse,CS Viamonde,toronto,Elementary,French,100.0,20.0,10.0,4427.8,100 %,96 %,78 %,100%,100%,0.0,6.0,0,185,Scarborough,43.82256,-79.27711,False
École élémentaire Le Flambeau,CS Viamonde,mississauga,Elementary,French,97.0,10.0,0.0,2452.5,97 %,88 %,62 %,100%,91%,-3.0,-10.0,10,315,Mississauga,43.63222,-79.7153,False
École élémentaire Les Rapides,CS Viamonde,sarnia,Elementary,French,100.0,5.0,0.0,439.6,100 %,91 %,82 %,93%,100%,0.0,11.0,10,155,Sarnia,42.99869,-82.3667,False
École élémentaire Louise-Charron,CS Viamonde,windsor,Elementary,French,100.0,15.0,5.0,1572.8,100 %,63 %,47 %,N/R,N/R,0.0,-53.0,5,115,Windsor,42.25373,-83.0332,False
École élémentaire Marie-Curie,CS Viamonde,london,Elementary,French,97.0,10.0,5.0,1004.3,97 %,81 %,45 %,96%,93%,-3.0,-30.0,10,235,London,42.9748,-81.3282,False
École élémentaire Mathieu-da-Costa,CS Viamonde,toronto,Elementary,French,100.0,15.0,10.0,4427.8,100 %,96 %,96 %,100%,100%,17.0,88.0,10,150,North York,43.71809,-79.4755,False
École élémentaire Mathieu-da-Costa,CS Viamonde,toronto,Elementary,French,100.0,15.0,10.0,4427.8,100 %,96 %,96 %,100%,100%,17.0,88.0,10,150,North York,43.71809,-79.4755,False
École élémentaire Micheline-Saint-Cyr,CS Viamonde,toronto,Elementary,French,100.0,10.0,0.0,4427.8,100 %,100 %,93 %,88%,75%,0.0,15.0,5,200,Etobicoke,43.58995,-79.544,False
École élémentaire Micheline-Saint-Cyr,CS Viamonde,toronto,Elementary,French,100.0,10.0,0.0,4427.8,100 %,100 %,93 %,88%,75%,0.0,15.0,5,200,Etobicoke,43.58995,-79.544,False
École élémentaire Nouvel Horizon,CS Viamonde,welland,Elementary,French,100.0,10.0,0.0,686.9,100 %,64 %,62 %,71%,64%,0.0,-11.0,5,165,Welland,43.02148,-79.2768,False
École élémentaire Patricia-Picknell,CS Viamonde,oakville,Elementary,French,100.0,10.0,0.0,1538.5,100 %,100 %,86 %,100%,82%,0.0,11.0,10,105,Oakville,43.41587,-79.6968,False
École élémentaire Paul-Demers,CS Viamonde,toronto,Elementary,French,100.0,15.0,0.0,4427.8,100 %,94 %,88 %,93%,96%,0.0,18.0,10,175,North York,43.79168,-79.3673,False
École élémentaire Paul-Demers,CS Viamonde,toronto,Elementary,French,100.0,15.0,0.0,4427.8,100 %,94 %,88 %,93%,96%,0.0,18.0,10,175,North York,43.79168,-79.3673,False
École élémentaire Pavillon de la jeunesse,CS Viamonde,hamilton,Elementary,French,100.0,20.0,15.0,509.1,100 %,72 %,48 %,71%,62%,14.0,14.0,10,265,Hamilton,43.22656,-79.8241,False
École élémentaire Pavillon de la jeunesse,CS Viamonde,hamilton,Elementary,French,100.0,20.0,15.0,509.1,100 %,72 %,48 %,71%,62%,14.0,14.0,10,265,Hamilton,43.22656,-79.8241,False
École élémentaire Pavillon de la jeunesse,CS Viamonde,hamilton,Elementary,French,100.0,20.0,15.0,43.2,100 %,72 %,48 %,71%,62%,14.0,14.0,10,265,Hamilton,43.22656,-79.8241,False
École élémentaire Pierre-Elliott-Trudeau,CS Viamonde,toronto,Elementary,French,98.0,10.0,0.0,4427.8,98 %,84 %,78 %,83%,80%,10.0,13.0,5,380,Toronto,43.65212,-79.4143,False
École élémentaire Pierre-Elliott-Trudeau,CS Viamonde,toronto,Elementary,French,98.0,10.0,0.0,4427.8,98 %,84 %,78 %,83%,80%,10.0,13.0,5,380,Toronto,43.65212,-79.4143,False
École élémentaire Renaissance,CS Viamonde,burlington,Elementary,French,100.0,5.0,0.0,1004.4,100 %,90 %,83 %,100%,94%,3.0,15.0,10,225,Burlington,43.32084,-79.8075,False
École élémentaire Ronald-Marion,CS Viamonde,pickering,Elementary,French,100.0,10.0,0.0,429.2,100 %,95 %,84 %,94%,79%,2.0,14.0,0,330,Pickering,43.86064,-79.0787,False
École élémentaire Saint-Joseph,CS Viamonde,penetanguishene,Elementary,French,96.0,5.0,0.0,396.4,96 %,65 %,70 %,83%,67%,-4.0,32.0,10,235,Penetanguishene,44.7657,-79.936,False
École élémentaire Viola-Léger,CS Viamonde,clarington,Elementary,French,100.0,5.0,0.0,166.0,100 %,100 %,76 %,100%,100%,11.0,65.0,10,140,Bowmanville,43.90695,-78.681,False
École élémentaire des Quatre-Rivières,CS Viamonde,orangeville,Elementary,French,100.0,5.0,0.0,1989.5,100 %,82 %,47 %,83%,50%,14.0,-3.0,10,170,Orangeville,43.90215,-80.1073,False
École élémentaire du Chêne,CS Viamonde,oakville,Elementary,French,100.0,10.0,0.0,1538.5,100 %,100 %,100 %,95%,85%,0.0,12.0,0,190,OAKVILLE,43.46057,-79.6935,False
ÉÉC Ange-Gabriel,CS catholique MonAvenir,mississauga,Elementary,French,100.0,5.0,5.0,2452.5,100 %,94 %,79 %,86%,71%,0.0,-2.0,0,225,Mississauga,43.62,-79.75,False
ÉÉC Cardinal-Léger,CS catholique MonAvenir,kitchener,Elementary,French,97.0,10.0,0.0,1877.6,97 %,75 %,50 %,85%,79%,0.0,3.0,10,255,Kitchener,43.40742,-80.4826,False
ÉÉC Corpus-Christi,CS catholique MonAvenir,oshawa,Elementary,French,97.0,5.0,5.0,1203.6,97 %,87 %,54 %,77%,53%,-1.0,-2.0,0,295,Oshawa,43.88232,-78.8698,False
ÉÉC Frère-André,CS catholique MonAvenir,barrie,Elementary,French,91.0,10.0,0.0,1493.1,91 %,69 %,32 %,76%,61%,-2.0,-8.0,15,325,Barrie,44.41354,-79.6828,False
ÉÉC Georges-Étienne-Cartier,CS catholique MonAvenir,toronto,Elementary,French,100.0,10.0,0.0,4427.8,100 %,88 %,74 %,93%,80%,5.0,15.0,10,315,Toronto,43.67796,-79.3194,False
ÉÉC Georges-Étienne-Cartier,CS catholique MonAvenir,toronto,Elementary,French,100.0,10.0,0.0,4427.8,100 %,88 %,74 %,93%,80%,5.0,15.0,10,315,Toronto,43.67796,-79.3194,False
ÉÉC Immaculée-Conception,CS catholique MonAvenir,st catharines,Elementary,French,100.0,15.0,5.0,1422.1,100 %,92 %,54 %,93%,79%,0.0,-4.0,20,140,St Catharines,43.16401,-79.2412,False
ÉÉC Jean-Béliveau,CS catholique MonAvenir,east gwillimbury,Elementary,French,96.0,10.0,0.0,141.4,96 %,87 %,65 %,94%,84%,-4.0,42.0,10,200,East Gwillimbury,44.10282,-79.4668,False
ÉÉC Jean-Paul II,CS catholique MonAvenir,whitby,Elementary,French,100.0,5.0,0.0,944.1,100 %,91 %,62 %,91%,70%,4.0,26.0,10,195,Whitby,43.87759,-78.9252,False
ÉÉC Le-Petit-Prince,CS catholique MonAvenir,vaughan,Elementary,French,100.0,10.0,0.0,1185.9,100 %,96 %,75 %,97%,82%,0.0,-1.0,5,275,Vaughan,43.85,-79.5246,False
ÉÉC Marguerite-Bourgeois-Borden,CS catholique MonAvenir,essa,Elementary,French,92.0,0.0,5.0,82.1,92 %,54 %,23 %,41%,35%,-8.0,-40.0,5,120,Borden,44.2863,-79.8833,False
ÉÉC Monseigneur-Jamot,CS catholique MonAvenir,peterborough,Elementary,French,81.0,10.0,0.0,39.1,81 %,52 %,26 %,67%,57%,-16.0,-30.0,10,255,Peterborough,44.29177,-78.3207,False
ÉÉC Monseigneur-Jamot,CS catholique MonAvenir,peterborough,Elementary,French,81.0,10.0,0.0,1291.8,81 %,52 %,26 %,67%,57%,-16.0,-30.0,10,255,Peterborough,44.29177,-78.3207,False
ÉÉC Monseigneur-de-Laval,CS catholique MonAvenir,hamilton,Elementary,French,94.0,5.0,5.0,509.1,94 %,73 %,39 %,82%,65%,-4.0,7.0,5,425,Hamilton,43.2342,-79.8917,False
ÉÉC Monseigneur-de-Laval,CS catholique MonAvenir,hamilton,Elementary,French,94.0,5.0,5.0,509.1,94 %,73 %,39 %,82%,65%,-4.0,7.0,5,425,Hamilton,43.2342,-79.8917,False
ÉÉC Monseigneur-de-Laval,CS catholique MonAvenir,hamilton,Elementary,French,94.0,5.0,5.0,43.2,94 %,73 %,39 %,82%,65%,-4.0,7.0,5,425,Hamilton,43.2342,-79.8917,False
ÉÉC Notre-Dame,CS catholique MonAvenir,hamilton,Elementary,French,97.0,25.0,15.0,509.1,97 %,66 %,31 %,59%,55%,12.0,-16.0,10,215,Hamilton,43.2419,-79.8361,False
ÉÉC Notre-Dame,CS catholique MonAvenir,hamilton,Elementary,French,97.0,25.0,15.0,509.1,97 %,66 %,31 %,59%,55%,12.0,-16.0,10,215,Hamilton,43.2419,-79.8361,False
ÉÉC Notre-Dame,CS catholique MonAvenir,hamilton,Elementary,French,97.0,25.0,15.0,43.2,97 %,66 %,31 %,59%,55%,12.0,-16.0,10,215,Hamilton,43.2419,-79.8361,False
ÉÉC Notre-Dame-de-Grâce,CS catholique MonAvenir,toronto,Elementary,French,100.0,10.0,5.0,4427.8,100 %,82 %,91 %,97%,62%,0.0,26.0,5,215,Etobicoke,43.67967,-79.5593,False
ÉÉC Notre-Dame-de-Grâce,CS catholique MonAvenir,toronto,Elementary,French,100.0,10.0,5.0,4427.8,100 %,82 %,91 %,97%,62%,0.0,26.0,5,215,Etobicoke,43.67967,-79.5593,False
ÉÉC Notre-Dame-de-la-Huronie,CS catholique MonAvenir,collingwood,Elementary,French,71.0,10.0,0.0,748.3,71 %,47 %,35 %,65%,59%,-20.0,8.0,0,130,Collingwood,44.48358,-80.2119,False
ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,CS catholique MonAvenir,ajax,Elementary,French,100.0,5.0,5.0,1900.6,100 %,81 %,71 %,100%,91%,5.0,9.0,10,225,Ajax,43.85487,-79.0359,False
ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,CS catholique MonAvenir,niagara falls,Elementary,French,100.0,10.0,0.0,449.1,100 %,88 %,56 %,N/R,N/R,17.0,14.0,20,130,Niagara Falls,43.0684,-79.1026,False
ÉÉC Pape-François,CS catholique MonAvenir,whitchurch-stouffville,Elementary,French,100.0,5.0,0.0,241.6,100 %,96 %,77 %,100%,100%,0.0,22.0,10,245,Stouffville,43.9678,-79.2545,False
ÉÉC René-Lamoureux,CS catholique MonAvenir,mississauga,Elementary,French,95.0,10.0,5.0,2452.5,95 %,86 %,82 %,95%,95%,-5.0,26.0,10,155,Mississauga,43.60624,-79.6297,False
ÉÉC Saint-François-d'Assise,CS catholique MonAvenir,welland,Elementary,French,95.0,10.0,0.0,686.9,95 %,58 %,37 %,100%,94%,6.0,5.0,20,115,Welland,42.9808,-79.2313,False
ÉÉC Saint-Jean,CS catholique MonAvenir,aurora,Elementary,French,100.0,10.0,5.0,1241.1,100 %,96 %,74 %,96%,88%,0.0,2.0,5,150,Aurora,44.0065,-79.4633,False
ÉÉC Saint-Jean-Baptiste,CS catholique MonAvenir,mississauga,Elementary,French,98.0,10.0,5.0,2452.5,98 %,93 %,81 %,93%,83%,1.0,44.0,10,260,Mississauga,43.5428,-79.6671,False
ÉÉC Saint-Jean-Bosco,CS catholique MonAvenir,caledon,Elementary,French,96.0,0.0,0.0,111.2,96 %,65 %,69 %,96%,74%,5.0,-5.0,5,185,Caledon,43.75088,-79.8176,False
ÉÉC Saint-Jean-de-Lalande,CS catholique MonAvenir,toronto,Elementary,French,94.0,15.0,10.0,4427.8,94 %,81 %,50 %,100%,81%,-6.0,-7.0,5,145,Toronto,43.80499,-79.2639,False
ÉÉC Saint-Jean-de-Lalande,CS catholique MonAvenir,toronto,Elementary,French,94.0,15.0,10.0,4427.8,94 %,81 %,50 %,100%,81%,-6.0,-7.0,5,145,Toronto,43.80499,-79.2639,False
ÉÉC Saint-Joseph,CS catholique MonAvenir,port colborne,Elementary,French,100.0,10.0,0.0,164.2,100 %,85 %,69 %,84%,63%,0.0,24.0,5,115,Port Colborne,42.89329,-79.2351,False
ÉÉC Saint-Michel,CS catholique MonAvenir,toronto,Elementary,French,97.0,10.0,10.0,4427.8,97 %,79 %,72 %,75%,64%,-3.0,27.0,10,220,TORONTO,43.77756,-79.1573,False
ÉÉC Saint-Michel,CS catholique MonAvenir,toronto,Elementary,French,97.0,10.0,10.0,4427.8,97 %,79 %,72 %,75%,64%,-3.0,27.0,10,220,TORONTO,43.77756,-79.1573,False
ÉÉC Saint-Nicolas,CS catholique MonAvenir,milton,Elementary,French,100.0,5.0,0.0,365.5,100 %,80 %,60 %,95%,77%,8.0,14.0,10,100,MILTON,43.52873,-79.8776,False
