OrgID,OrgType,Language,Grade,ApplySuppression,BoardMident,BoardName,SchoolMident,SchoolName,FundingType,Suppressed,cntStudents_Read,cntStudents_Write,cntStudents_Math,cntExempted_Read,cntExempted_Write,cntExempted_Math,cntAbsent_Read,cntAbsent_Write,cntAbsent_Math,cntNoData_Read,cntNoData_Write,cntNoData_Math,cntFullyParticipating_Read,cntFullyParticipating_Write,cntFullyParticipating_Math,cntFirstLang_Read,cntFirstLang_Write,cntFirstLang_Math,cntFirstLang_Other_Read,cntFirstLang_Other_Write,cntFirstLang_Other_Math,cntFirstLang_NoData_Read,cntFirstLang_NoData_Write,cntFirstLang_NoData_Math,pctExempted_Read,pctExempted_Write,pctExempted_Math,pctAbsent_Read,pctAbsent_Write,pctAbsent_Math,pctNoData_Read,pctNoData_Write,pctNoData_Math,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctFirstLang_Read,pctFirstLang_Write,pctFirstLang_Math,pctFirstLang_Other_Read,pctFirstLang_Other_Write,pctFirstLang_Other_Math,pctFirstLang_NoData_Read,pctFirstLang_NoData_Write,pctFirstLang_NoData_Math,cntOverallR_L4,cntOverallR_L3,cntOverallR_L2,cntOverallR_L1,cntOverallR_NE1,cntOverallR_L34,cntOverallW_L4,cntOverallW_L3,cntOverallW_L2,cntOverallW_L1,cntOverallW_NE1,cntOverallW_L34,cntOverallM_L4,cntOverallM_L3,cntOverallM_L2,cntOverallM_L1,cntOverallM_NE1,cntOverallM_L34,pctOverallR_L4,pctOverallR_L3,pctOverallR_L2,pctOverallR_L1,pctOverallR_NE1,pctOverallR_L34,pctOverallW_L4,pctOverallW_L3,pctOverallW_L2,pctOverallW_L1,pctOverallW_NE1,pctOverallW_L34,pctOverallM_L4,pctOverallM_L3,pctOverallM_L2,pctOverallM_L1,pctOverallM_NE1,pctOverallM_L34,cntOverallR_G1_Part,cntOverallW_G1_Part,cntOverallM_G1_Part,cntOverallR_G1_L4,cntOverallR_G1_L3,cntOverallR_G1_L2,cntOverallR_G1_L1,cntOverallR_G1_NE1,cntOverallR_G1_L34,cntOverallW_G1_L4,cntOverallW_G1_L3,cntOverallW_G1_L2,cntOverallW_G1_L1,cntOverallW_G1_NE1,cntOverallW_G1_L34,cntOverallM_G1_L4,cntOverallM_G1_L3,cntOverallM_G1_L2,cntOverallM_G1_L1,cntOverallM_G1_NE1,cntOverallM_G1_L34,cntOverallR_G2_Part,cntOverallW_G2_Part,cntOverallM_G2_Part,cntOverallR_G2_L4,cntOverallR_G2_L3,cntOverallR_G2_L2,cntOverallR_G2_L1,cntOverallR_G2_NE1,cntOverallR_G2_L34,cntOverallW_G2_L4,cntOverallW_G2_L3,cntOverallW_G2_L2,cntOverallW_G2_L1,cntOverallW_G2_NE1,cntOverallW_G2_L34,cntOverallM_G2_L4,cntOverallM_G2_L3,cntOverallM_G2_L2,cntOverallM_G2_L1,cntOverallM_G2_NE1,cntOverallM_G2_L34
66109,B,en,3,1,66109,Simcoe County DSB,,,1,0,3766,3766,4167,117,115,109,1,1,1,39,28,38,3609,3622,4019,3128,3140,3467,410,411,476,71,71,76,3%,3%,3%,<1%,<1%,<1%,1%,1%,1%,96%,96%,96%,87%,87%,86%,11%,11%,12%,2%,2%,2%,621,1900,1042,46,0,2521,120,1941,1354,190,17,2061,588,1796,1203,398,34,2384,17%,53%,29%,1%,0%,70%,3%,54%,37%,5%,<1%,57%,15%,45%,30%,10%,1%,59%,1860,1863,2055,262,965,602,31,0,1227,37,924,779,112,11,961,351,936,557,197,14,1287,1747,1757,1962,358,934,440,15,0,1292,83,1015,575,78,6,1098,236,859,646,201,20,1095
66117,B,en,3,1,66117,Upper Grand DSB,,,1,0,2439,2439,2439,159,159,157,1,1,1,29,26,27,2250,2253,2254,2020,2022,2023,213,214,214,17,17,17,7%,7%,6%,<1%,<1%,<1%,1%,1%,1%,92%,92%,92%,90%,90%,90%,9%,9%,9%,1%,1%,1%,575,1196,464,15,0,1771,120,1441,656,30,6,1561,459,1082,573,129,11,1541,26%,53%,21%,1%,0%,79%,5%,64%,29%,1%,<1%,69%,20%,48%,25%,6%,<1%,68%,1156,1155,1157,247,625,271,13,0,872,48,699,379,24,5,747,279,553,259,59,7,832,1094,1098,1097,328,571,193,2,0,899,72,742,277,6,1,814,180,529,314,70,4,709
66125,B,en,3,1,66125,Peel District School Board,,,1,0,9513,9513,9513,336,329,333,5,6,5,206,189,201,8966,8989,8974,4717,4732,4718,4089,4096,4095,160,161,161,4%,3%,4%,<1%,<1%,<1%,2%,2%,2%,94%,94%,94%,53%,53%,53%,46%,46%,46%,2%,2%,2%,1919,4635,2282,129,1,6554,456,5269,2889,350,25,5725,1531,4026,2558,761,98,5557,21%,52%,25%,1%,<1%,73%,5%,59%,32%,4%,<1%,64%,17%,45%,29%,8%,1%,62%,4591,4602,4594,796,2358,1351,85,1,3154,171,2538,1662,214,17,2709,907,2099,1189,361,38,3006,4375,4387,4380,1123,2277,931,44,0,3400,285,2731,1227,136,8,3016,624,1927,1369,400,60,2551
66133,B,en,3,1,66133,Halton DSB,,,1,0,4521,4521,4521,116,114,110,4,4,5,44,38,36,4357,4365,4370,2675,2677,2677,1654,1660,1665,28,28,28,3%,3%,2%,<1%,<1%,<1%,1%,1%,1%,96%,97%,97%,61%,61%,61%,38%,38%,38%,1%,1%,1%,1099,2385,844,29,0,3484,276,2813,1182,89,5,3089,952,2148,997,249,24,3100,25%,55%,19%,1%,0%,80%,6%,64%,27%,2%,<1%,71%,22%,49%,23%,6%,1%,71%,2184,2191,2195,463,1224,477,20,0,1687,96,1353,688,53,1,1449,569,1089,427,99,11,1658,2173,2174,2175,636,1161,367,9,0,1797,180,1460,494,36,4,1640,383,1059,570,150,13,1442
66141,B,en,3,1,66141,Hamilton-Wentworth DSB,,,1,0,3677,3677,3677,214,215,213,17,17,17,45,43,43,3401,3402,3404,2470,2473,2467,890,889,897,41,40,40,6%,6%,6%,<1%,<1%,<1%,1%,1%,1%,92%,93%,93%,73%,73%,72%,26%,26%,26%,1%,1%,1%,563,1810,984,44,0,2373,109,1901,1241,145,6,2010,410,1414,1153,381,46,1824,17%,53%,29%,1%,0%,70%,3%,56%,36%,4%,<1%,59%,12%,42%,34%,11%,1%,54%,1744,1746,1748,238,920,560,26,0,1158,34,909,720,80,3,943,253,777,531,164,23,1030,1655,1654,1654,325,889,423,18,0,1214,75,991,520,65,3,1066,157,636,621,217,23,793
66150,B,en,3,1,66150,DSB of Niagara,,,1,0,3031,3031,3031,167,167,159,2,2,2,17,11,15,2845,2851,2855,2536,2540,2540,281,282,286,28,29,29,6%,6%,5%,<1%,<1%,<1%,1%,<1%,<1%,94%,94%,94%,89%,89%,89%,10%,10%,10%,1%,1%,1%,992,1481,368,4,0,2473,300,1991,536,23,1,2291,994,1273,487,93,8,2267,35%,52%,13%,<1%,0%,87%,11%,70%,19%,1%,<1%,80%,35%,45%,17%,3%,<1%,79%,1481,1484,1487,485,781,213,2,0,1266,118,1047,298,21,0,1165,565,665,214,39,4,1230,1361,1364,1365,504,700,155,2,0,1204,181,942,238,2,1,1123,428,606,273,54,4,1034
66168,B,en,3,1,66168,Grand Erie DSB,,,1,0,2041,2041,2041,83,82,79,2,2,2,19,19,20,1937,1938,1940,1738,1739,1739,177,177,179,22,22,22,4%,4%,4%,<1%,<1%,<1%,1%,1%,1%,95%,95%,95%,90%,90%,90%,9%,9%,9%,1%,1%,1%,324,1027,558,28,0,1351,53,1080,718,84,3,1133,311,859,554,192,24,1170,17%,53%,29%,1%,0%,70%,3%,56%,37%,4%,<1%,58%,16%,44%,29%,10%,1%,60%,1037,1038,1038,140,549,329,19,0,689,15,523,441,57,2,538,192,477,276,81,12,669,899,899,901,183,478,229,9,0,661,37,557,277,27,1,594,118,382,278,111,12,500
66176,B,en,3,1,66176,Waterloo Region DSB,,,1,0,4294,4294,4294,157,155,153,2,2,2,59,43,45,4076,4094,4094,3025,3034,3036,1017,1025,1023,34,35,35,4%,4%,4%,<1%,<1%,<1%,1%,1%,1%,95%,95%,95%,74%,74%,74%,25%,25%,25%,1%,1%,1%,810,2123,1085,58,0,2933,179,2379,1352,175,9,2558,681,1857,1185,332,39,2538,20%,52%,27%,1%,0%,72%,4%,58%,33%,4%,<1%,62%,17%,45%,29%,8%,1%,62%,2065,2074,2076,332,1043,653,37,0,1375,54,1115,792,105,8,1169,412,922,572,155,15,1334,2006,2015,2013,476,1078,431,21,0,1554,125,1261,558,70,1,1386,267,933,613,176,24,1200
66184,B,en,3,1,66184,Ottawa-Carleton DSB,,,1,0,4985,4985,4985,145,145,137,39,39,39,52,48,43,4749,4753,4766,3040,3041,3046,1259,1262,1270,450,450,450,3%,3%,3%,1%,1%,1%,1%,1%,1%,95%,95%,96%,64%,64%,64%,27%,27%,27%,9%,9%,9%,983,2471,1220,75,0,3454,235,2794,1476,236,12,3029,856,2132,1312,409,57,2988,21%,52%,26%,2%,0%,73%,5%,59%,31%,5%,<1%,64%,18%,45%,28%,9%,1%,63%,2446,2446,2454,421,1246,738,41,0,1667,81,1363,848,144,10,1444,534,1085,610,192,33,1619,2291,2295,2300,556,1220,481,34,0,1776,152,1424,625,92,2,1576,321,1037,701,217,24,1358
66192,B,en,3,1,66192,Upper Canada DSB,,,1,0,1937,1937,1937,111,110,110,2,3,3,10,8,12,1814,1816,1812,1266,1268,1266,112,112,110,436,436,436,6%,6%,6%,<1%,<1%,<1%,1%,<1%,1%,94%,94%,94%,70%,70%,70%,6%,6%,6%,24%,24%,24%,326,963,504,21,0,1289,87,1074,593,59,3,1161,301,808,518,172,13,1109,18%,53%,28%,1%,0%,71%,5%,59%,33%,3%,<1%,64%,17%,45%,29%,9%,1%,61%,895,897,897,135,472,279,9,0,607,29,506,318,42,2,535,178,417,224,73,5,595,919,919,915,191,491,225,12,0,682,58,568,275,17,1,626,123,391,294,99,8,514
66206,B,en,3,1,66206,Limestone DSB,,,1,0,1432,1432,1432,58,58,58,8,8,8,18,15,16,1348,1351,1350,1196,1199,1198,74,74,74,78,78,78,4%,4%,4%,1%,1%,1%,1%,1%,1%,94%,94%,94%,89%,89%,89%,5%,5%,5%,6%,6%,6%,251,755,330,12,0,1006,61,821,431,35,3,882,230,641,366,103,10,871,19%,56%,24%,1%,0%,75%,5%,61%,32%,3%,<1%,65%,17%,47%,27%,8%,1%,65%,693,695,693,110,379,195,9,0,489,23,389,260,21,2,412,131,332,173,54,3,463,652,653,654,138,376,135,3,0,514,37,430,171,14,1,467,96,309,193,49,7,405
66214,B,en,3,1,66214,Renfrew County DSB,,,1,0,645,645,645,23,23,23,1,1,1,8,8,7,613,613,614,598,599,599,14,14,14,N/R,N/R,N/R,4%,4%,4%,<1%,<1%,<1%,1%,1%,1%,95%,95%,95%,98%,98%,98%,2%,2%,2%,N/R,N/R,N/R,88,333,187,5,0,421,17,303,268,23,2,320,59,252,217,77,9,311,14%,54%,31%,1%,0%,69%,3%,49%,44%,4%,<1%,52%,10%,41%,35%,13%,1%,51%,315,316,316,44,166,101,4,0,210,6,150,148,10,2,156,40,139,99,34,4,179,298,297,298,44,167,86,1,0,211,11,153,120,13,0,164,19,113,118,43,5,132
66222,B,en,3,1,66222,Hastings and Prince Edward DSB,,,1,0,1090,1090,1090,18,16,16,1,2,2,11,11,13,1060,1061,1059,1035,1036,1035,21,21,21,N/R,N/R,N/R,2%,1%,1%,<1%,<1%,<1%,1%,1%,1%,97%,97%,97%,98%,98%,98%,2%,2%,2%,N/R,N/R,N/R,215,550,269,26,0,765,41,576,384,55,5,617,174,468,306,102,9,642,20%,52%,25%,2%,0%,72%,4%,54%,36%,5%,<1%,58%,16%,44%,29%,10%,1%,61%,566,566,566,100,289,159,18,0,389,8,286,234,35,3,294,103,254,151,53,5,357,493,494,492,115,261,109,8,0,376,33,290,149,20,2,323,71,214,155,49,3,285
66303,B,fr,3,1,66303,Conseil scolaire Viamonde,,,1,0,1140,1140,1140,40,41,38,5,5,5,5,4,3,1090,1090,1094,341,340,341,748,749,751,S. R.,S. R.,S. R.,4%,4%,3%,<1 %,<1 %,<1 %,<1 %,<1 %,<1 %,96%,96%,96%,31%,31%,31%,69%,69%,69%,S. R.,S. R.,S. R.,404,519,159,8,0,923,297,551,187,47,8,848,466,460,145,21,2,926,37%,48%,15%,1%,0%,85%,27%,51%,17%,4%,1%,78%,43%,42%,13%,2%,<1 %,85%,551,551,551,198,269,80,4,0,467,138,282,99,27,5,420,267,218,55,10,1,485,539,539,543,206,250,79,4,0,456,159,269,88,20,3,428,199,242,90,11,1,441
66311,B,fr,3,1,66311,Conseil des écoles publiques de l'Est de l'Ontario,,,1,0,1401,1401,1401,47,45,39,3,4,4,1,3,2,1350,1349,1356,509,508,510,828,828,833,13,13,13,3%,3%,3%,<1 %,<1 %,<1 %,<1 %,<1 %,<1 %,96%,96%,97%,38%,38%,38%,61%,61%,61%,1%,1%,1%,333,754,255,8,0,1087,228,728,315,65,13,956,322,713,269,44,8,1035,25%,56%,19%,1%,0%,81%,17%,54%,23%,5%,1%,71%,24%,53%,20%,3%,1%,76%,646,645,648,138,368,137,3,0,506,97,347,157,35,9,444,181,332,112,19,4,513,703,703,707,194,386,118,5,0,580,130,381,158,30,4,511,140,381,157,25,4,521
67008,B,en,3,1,67008,Bruce-Grey Catholic DSB,,,1,0,357,357,357,5,5,4,0,0,0,0,0,0,352,352,353,347,347,348,N/R,N/R,N/R,N/R,N/R,N/R,1%,1%,1%,0%,0%,0%,0%,0%,0%,99%,99%,99%,99%,99%,99%,N/R,N/R,N/R,N/R,N/R,N/R,59,220,71,2,0,279,15,205,123,8,1,220,37,169,122,25,0,206,17%,62%,20%,1%,0%,79%,4%,58%,35%,2%,<1%,62%,10%,48%,35%,7%,0%,58%,166,166,167,24,104,37,1,0,128,4,92,66,4,0,96,28,81,52,6,0,109,186,186,186,35,116,34,1,0,151,11,113,57,4,1,124,9,88,70,19,0,97
67016,B,en,3,1,67016,Huron-Perth Catholic DSB,,,1,0,301,301,301,6,6,6,0,0,0,0,0,0,295,295,295,281,281,281,14,14,14,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,95%,95%,95%,5%,5%,5%,N/R,N/R,N/R,62,163,69,1,0,225,11,203,78,3,0,214,60,140,82,13,0,200,21%,55%,23%,<1%,0%,76%,4%,69%,26%,1%,0%,73%,20%,47%,28%,4%,0%,68%,146,146,146,24,80,41,1,0,104,3,93,47,3,0,96,40,67,35,4,0,107,149,149,149,38,83,28,0,0,121,8,110,31,0,0,118,20,73,47,9,0,93
67024,B,en,3,1,67024,Windsor-Essex Catholic DSB,,,1,0,1436,1436,1436,87,87,87,0,0,0,6,7,5,1343,1342,1344,1156,1156,1157,185,184,185,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,<1%,<1%,<1%,94%,93%,94%,86%,86%,86%,14%,14%,14%,N/R,N/R,N/R,324,735,279,5,0,1059,105,848,373,15,1,953,296,670,322,54,2,966,24%,55%,21%,<1%,0%,79%,8%,63%,28%,1%,<1%,71%,22%,50%,24%,4%,<1%,72%,665,664,666,137,367,159,2,0,504,44,392,219,8,1,436,178,329,143,15,1,507,678,678,678,187,368,120,3,0,555,61,456,154,7,0,517,118,341,179,39,1,459
67032,B,en,3,1,67032,London District Catholic School Board,,,1,0,1638,1638,1638,58,56,55,0,0,0,8,8,8,1572,1574,1575,1379,1381,1380,166,166,168,27,27,27,4%,3%,3%,0%,0%,0%,<1%,<1%,<1%,96%,96%,96%,88%,88%,88%,11%,11%,11%,2%,2%,2%,372,825,358,17,0,1197,102,995,439,37,1,1097,269,777,410,112,7,1046,24%,52%,23%,1%,0%,76%,6%,63%,28%,2%,<1%,70%,17%,49%,26%,7%,<1%,66%,795,796,799,162,419,208,6,0,581,47,468,254,26,1,515,159,419,173,45,3,578,777,778,776,210,406,150,11,0,616,55,527,185,11,0,582,110,358,237,67,4,468
67040,B,en,3,1,67040,St. Clair Catholic District School Board,,,1,0,637,637,637,7,7,7,0,0,0,1,1,2,629,629,628,605,605,604,18,18,18,N/R,N/R,N/R,1%,1%,1%,0%,0%,0%,<1%,<1%,<1%,99%,99%,99%,96%,96%,96%,3%,3%,3%,N/R,N/R,N/R,122,365,140,2,0,487,37,370,196,25,1,407,110,308,175,33,2,418,19%,58%,22%,<1%,0%,77%,6%,59%,31%,4%,<1%,65%,18%,49%,28%,5%,<1%,67%,317,317,316,52,172,92,1,0,224,15,179,107,16,0,194,71,146,80,17,2,217,312,312,312,70,193,48,1,0,263,22,191,89,9,1,213,39,162,95,16,0,201
67059,B,en,3,1,67059,Toronto Catholic District School Board,,,1,0,5011,5011,5379,203,203,194,37,38,38,45,33,39,4726,4737,5108,3621,3628,3937,1019,1023,1084,86,86,87,4%,4%,4%,1%,1%,1%,1%,1%,1%,94%,95%,95%,77%,77%,77%,22%,22%,21%,2%,2%,2%,1113,2451,1112,50,0,3564,333,2870,1384,140,10,3203,826,2266,1574,410,32,3092,24%,52%,24%,1%,0%,75%,7%,61%,29%,3%,<1%,68%,16%,44%,31%,8%,1%,61%,2419,2426,2584,468,1262,658,31,0,1730,126,1409,795,91,5,1535,499,1202,677,187,19,1701,2307,2311,2524,645,1189,454,19,0,1834,207,1461,589,49,5,1668,327,1064,897,223,13,1391
67067,B,en,3,1,67067,Peterborough Victoria Northumberland and Clarington CDSB,,,1,0,969,969,969,24,23,23,2,2,2,7,8,7,936,936,937,888,888,889,42,42,42,N/R,N/R,N/R,2%,2%,2%,<1%,<1%,<1%,1%,1%,1%,97%,97%,97%,95%,95%,95%,4%,4%,4%,N/R,N/R,N/R,151,515,259,11,0,666,31,541,337,25,2,572,123,466,273,65,10,589,16%,55%,28%,1%,0%,71%,3%,58%,36%,3%,<1%,61%,13%,50%,29%,7%,1%,63%,471,471,472,65,249,151,6,0,314,12,265,183,11,0,277,81,239,120,29,3,320,465,465,465,86,266,108,5,0,352,19,276,154,14,2,295,42,227,153,36,7,269
67075,B,en,3,1,67075,York Catholic DSB,,,1,0,2489,2489,2838,44,42,39,0,0,0,16,15,18,2429,2432,2781,1998,2000,2266,403,404,486,28,28,29,2%,2%,1%,0%,0%,0%,1%,1%,1%,98%,98%,98%,82%,82%,81%,17%,17%,17%,1%,1%,1%,568,1345,503,13,0,1913,209,1538,637,46,2,1747,561,1347,696,163,14,1908,23%,55%,21%,1%,0%,79%,9%,63%,26%,2%,<1%,72%,20%,48%,25%,6%,1%,69%,1264,1265,1424,257,696,303,8,0,953,90,770,370,35,0,860,346,690,301,78,9,1036,1165,1167,1357,311,649,200,5,0,960,119,768,267,11,2,887,215,657,395,85,5,872
67083,B,en,3,1,67083,Dufferin-Peel Catholic DSB,,,1,0,3789,3789,3789,125,122,121,1,1,1,31,28,28,3632,3638,3639,2969,2975,2975,632,632,633,31,31,31,3%,3%,3%,<1%,<1%,<1%,1%,1%,1%,96%,96%,96%,82%,82%,82%,17%,17%,17%,1%,1%,1%,859,1928,807,38,0,2787,239,2261,1028,101,9,2500,578,1679,1052,288,42,2257,24%,53%,22%,1%,0%,77%,7%,62%,28%,3%,<1%,69%,16%,46%,29%,8%,1%,62%,1776,1779,1781,341,946,459,30,0,1287,82,1047,583,61,6,1129,342,826,470,129,14,1168,1856,1859,1858,518,982,348,8,0,1500,157,1214,445,40,3,1371,236,853,582,159,28,1089
67091,B,en,3,1,67091,Simcoe Muskoka Catholic DSB,,,1,0,1724,1724,1724,33,34,34,0,0,0,8,8,10,1683,1682,1680,1519,1518,1516,157,157,157,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,<1%,<1%,1%,98%,98%,97%,90%,90%,90%,9%,9%,9%,N/R,N/R,N/R,236,854,567,26,0,1090,43,885,676,76,2,928,131,688,645,195,21,819,14%,51%,34%,2%,0%,65%,3%,53%,40%,5%,<1%,55%,8%,41%,38%,12%,1%,49%,854,853,853,105,419,313,17,0,524,11,421,374,46,1,432,91,368,299,80,15,459,829,829,827,131,435,254,9,0,566,32,464,302,30,1,496,40,320,346,115,6,360
67105,B,en,3,1,67105,Durham Catholic DSB,,,1,0,1289,1289,1561,29,28,28,0,0,0,5,5,8,1255,1256,1525,1163,1164,1424,80,80,85,12,12,16,2%,2%,2%,0%,0%,0%,<1%,<1%,1%,97%,97%,98%,93%,93%,93%,6%,6%,6%,1%,1%,1%,228,709,310,8,0,937,48,722,445,36,5,770,176,745,473,116,15,921,18%,56%,25%,1%,0%,75%,4%,57%,35%,3%,<1%,61%,12%,49%,31%,8%,1%,60%,636,637,756,95,352,186,3,0,447,14,341,253,25,4,355,102,385,205,60,4,487,619,619,769,133,357,124,5,0,490,34,381,192,11,1,415,74,360,268,56,11,434
67113,B,en,3,1,67113,Halton Catholic DSB,,,1,0,2122,2122,2122,36,35,34,1,1,1,4,5,6,2081,2081,2081,1859,1859,1859,207,207,207,15,15,15,2%,2%,2%,<1%,<1%,<1%,<1%,<1%,<1%,98%,98%,98%,89%,89%,89%,10%,10%,10%,1%,1%,1%,580,1178,316,7,0,1758,140,1465,454,18,4,1605,501,1075,423,75,7,1576,28%,57%,15%,<1%,0%,84%,7%,70%,22%,1%,<1%,77%,24%,52%,20%,4%,<1%,76%,1037,1037,1037,260,583,190,4,0,843,46,708,265,15,3,754,298,521,177,36,5,819,1044,1044,1044,320,595,126,3,0,915,94,757,189,3,1,851,203,554,246,39,2,757
67121,B,en,3,1,67121,Hamilton-Wentworth Catholic DSB,,,1,0,1932,1932,1932,92,91,85,0,0,0,12,9,12,1828,1832,1835,1630,1633,1631,169,170,175,29,29,29,5%,5%,4%,0%,0%,0%,1%,<1%,1%,95%,95%,95%,89%,89%,89%,9%,9%,10%,2%,2%,2%,497,997,327,7,0,1494,162,1201,446,23,0,1363,453,894,405,81,2,1347,27%,55%,18%,<1%,0%,82%,9%,66%,24%,1%,0%,74%,25%,49%,22%,4%,<1%,73%,924,927,928,207,514,198,5,0,721,47,586,278,16,0,633,252,457,181,37,1,709,904,905,907,290,483,129,2,0,773,115,615,168,7,0,730,201,437,224,44,1,638
67130,B,en,3,1,67130,Wellington Catholic DSB,,,1,0,637,637,637,32,32,31,0,0,0,0,0,0,605,605,606,508,508,508,91,91,92,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,84%,84%,84%,15%,15%,15%,N/R,N/R,N/R,150,336,116,3,0,486,25,400,170,9,1,425,135,293,148,27,3,428,25%,56%,19%,<1%,0%,80%,4%,66%,28%,1%,<1%,70%,22%,48%,24%,4%,<1%,71%,322,322,322,62,181,76,3,0,243,7,199,109,7,0,206,82,154,73,10,3,236,283,283,284,88,155,40,0,0,243,18,201,61,2,1,219,53,139,75,17,0,192
67148,B,en,3,1,67148,Waterloo Catholic DSB,,,1,0,1875,1875,1875,87,86,78,0,0,0,10,7,9,1778,1782,1788,1403,1407,1404,357,357,366,18,18,18,5%,5%,4%,0%,0%,0%,1%,<1%,<1%,95%,95%,95%,79%,79%,79%,20%,20%,20%,1%,1%,1%,371,961,424,22,0,1332,88,1066,572,53,3,1154,334,830,484,129,11,1164,21%,54%,24%,1%,0%,75%,5%,60%,32%,3%,<1%,65%,19%,46%,27%,7%,1%,65%,885,887,893,158,484,222,21,0,642,32,494,321,38,2,526,201,417,210,61,4,618,893,895,895,213,477,202,1,0,690,56,572,251,15,1,628,133,413,274,68,7,546
67156,B,en,3,1,67156,Niagara Catholic DSB,,,1,0,1375,1376,1471,114,115,110,0,0,0,4,2,2,1257,1259,1359,1100,1102,1185,141,141,158,16,16,16,8%,8%,7%,0%,0%,0%,<1%,<1%,<1%,91%,91%,92%,88%,88%,87%,11%,11%,12%,1%,1%,1%,359,691,205,2,0,1050,118,856,264,21,0,974,342,693,269,48,7,1035,29%,55%,16%,<1%,0%,84%,9%,68%,21%,2%,0%,77%,25%,51%,20%,4%,1%,76%,621,622,667,162,344,113,2,0,506,42,427,142,11,0,469,197,336,117,14,3,533,636,637,692,197,347,92,0,0,544,76,429,122,10,0,505,145,357,152,34,4,502
67164,B,en,3,1,67164,Brant Haldimand Norfolk Catholic DSB,,,1,0,900,900,900,12,11,11,1,1,1,2,1,2,885,887,886,845,847,845,33,33,34,N/R,N/R,N/R,1%,1%,1%,<1%,<1%,<1%,<1%,<1%,<1%,98%,99%,98%,95%,95%,95%,4%,4%,4%,N/R,N/R,N/R,198,482,194,11,0,680,40,536,285,26,0,576,134,428,242,77,5,562,22%,54%,22%,1%,0%,77%,5%,60%,32%,3%,0%,65%,15%,48%,27%,9%,1%,63%,457,457,458,74,259,114,10,0,333,11,254,174,18,0,265,78,227,112,38,3,305,428,430,428,124,223,80,1,0,347,29,282,111,8,0,311,56,201,130,39,2,257
67172,B,en,3,1,67172,Catholic DSB of Eastern Ontario,,,1,0,1000,1000,1000,49,50,51,0,0,0,9,8,9,942,942,940,883,883,880,53,53,54,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,1%,1%,1%,94%,94%,94%,94%,94%,94%,6%,6%,6%,N/R,N/R,N/R,145,532,261,4,0,677,33,515,360,33,1,548,103,415,322,92,8,518,15%,56%,28%,<1%,0%,72%,4%,55%,38%,4%,<1%,58%,11%,44%,34%,10%,1%,55%,450,450,448,68,247,133,2,0,315,8,230,192,19,1,238,62,214,126,42,4,276,492,492,492,77,285,128,2,0,362,25,285,168,14,0,310,41,201,196,50,4,242
67180,B,en,3,1,67180,Ottawa Catholic District School Board,,,1,0,3240,3240,3240,197,199,190,18,18,18,29,27,28,2996,2996,3004,2323,2325,2322,650,648,659,23,23,23,6%,6%,6%,1%,1%,1%,1%,1%,1%,92%,92%,93%,78%,78%,77%,22%,22%,22%,1%,1%,1%,903,1539,537,17,0,2442,274,1911,736,69,6,2185,745,1346,726,166,21,2091,30%,51%,18%,1%,0%,82%,9%,64%,25%,2%,<1%,73%,25%,45%,24%,6%,1%,70%,1548,1549,1555,412,802,321,13,0,1214,107,970,424,45,3,1077,450,675,347,73,10,1125,1447,1446,1448,490,737,216,4,0,1227,167,940,312,24,3,1107,295,670,379,93,11,965
67199,B,en,3,1,67199,Renfrew County Catholic DSB,,,1,0,361,361,361,6,6,5,0,0,0,1,1,2,354,354,354,342,342,342,11,11,11,N/R,N/R,N/R,2%,2%,1%,0%,0%,0%,<1%,<1%,1%,98%,98%,98%,97%,97%,97%,3%,3%,3%,N/R,N/R,N/R,102,201,49,2,0,303,24,232,93,5,0,256,94,182,67,11,0,276,29%,57%,14%,1%,0%,86%,7%,66%,26%,1%,0%,72%,27%,51%,19%,3%,0%,78%,186,186,186,50,106,29,1,0,156,13,117,55,1,0,130,63,93,27,3,0,156,168,168,168,52,95,20,1,0,147,11,115,38,4,0,126,31,89,40,8,0,120
67202,B,en,3,1,67202,Algonquin and Lakeshore Catholic DSB,,,1,0,820,820,820,35,34,34,0,0,0,5,6,8,780,780,778,726,726,724,48,48,48,N/R,N/R,N/R,4%,4%,4%,0%,0%,0%,1%,1%,1%,95%,95%,95%,93%,93%,93%,6%,6%,6%,N/R,N/R,N/R,126,445,204,5,0,571,21,430,306,23,0,451,94,342,280,58,4,436,16%,57%,26%,1%,0%,73%,3%,55%,39%,3%,0%,58%,12%,44%,36%,7%,1%,56%,404,404,404,51,233,116,4,0,284,5,217,171,11,0,222,63,185,136,20,0,248,376,376,374,75,212,88,1,0,287,16,213,135,12,0,229,31,157,144,38,4,188
